plot_id,N_rate_kg_ha,day,soil_mineral_N_mg_kg,plant_N_g_m2,biomass_g_m2,temperature_C,soil_water_rel
N80_R3,80,14,79.95557924241686,2.4350034141502976,46.37668393823864,27.14652350815986,0.859235022240234
N80_R3,80,21,84.49300330072957,2.5788260005029873,47.79731661308011,27.31352804432355,0.8747179201793102
N80_R3,80,28,88.86396384683057,2.8846722813173553,51.819848383218506,27.61709192117275,0.8144588690252257
N80_R3,80,35,92.8986131785653,2.9872683895308816,57.187049894895296,27.161032012829324,0.746089532940301
N80_R3,80,42,95.20270918265392,3.075464830132796,60.95540084739364,26.288037502650706,0.7004395122954341
N80_R3,80,49,99.01105008316195,3.200704986179188,69.78275455538493,24.67312073330538,0.7622606451682425
N80_R3,80,56,102.57261351327735,3.3227680127912174,77.10409935799602,24.45549521244148,0.7264970525405484
N80_R3,80,63,105.42137312687235,3.465294960918066,81.84806884711841,22.95149616794938,0.773306718146101
N80_R3,80,70,107.61792860818002,3.8220433530172655,80.55272139093314,22.393131141475774,0.8213497215218117
N80_R3,80,77,111.09795378528588,4.182070769099049,88.07816607935999,22.738228249821486,0.8362931098078166
N80_R3,80,84,114.78439547786954,4.627338039960796,89.96762678902705,22.70439393112184,0.8378026634451331
N160_R1,160,0,132.45204565511662,2.1893150490405624,31.96555023019735,24.952312453805206,0.7750175030933624
N160_R1,160,7,136.38745348798315,2.269335359300969,35.835403916921834,25.66507926593072,0.8174565432499107
N160_R1,160,14,140.1091403790878,2.6854356886544766,41.230785138374664,26.460474722329508,0.8564070432186622
N160_R1,160,21,143.848193256144,2.6723563938217776,45.92976810198494,27.731563554510164,0.8734334323316508
N160_R1,160,28,147.1724767393586,2.8513512045022207,53.54364309930478,27.180432226511783,0.809458516092114
N160_R1,160,35,150.50388852890188,3.0785280121927276,53.448986705262506,26.624407320385533,0.7492247728935598
N160_R1,160,42,152.80540291000167,3.2313387168066763,61.77085329571305,26.1990224184762,0.7756743591437777
N160_R1,160,49,157.3142913932675,3.456787820946824,64.1755416232224,25.421952157360646,0.724716314939543
N160_R1,160,56,160.76834988196578,3.407484287994323,67.79602354639277,24.138723930435013,0.7270435896753559
N160_R1,160,63,162.46650647030287,3.730774236974813,75.79531767128184,23.094793378842777,0.7926610422333578
N160_R1,160,70,164.50603277169844,4.10252698495107,76.5794532843283,22.276526951924964,0.8340431599948264
N160_R1,160,77,168.74378106880792,4.130981507187745,80.46828749021215,23.20873803061218,0.8786700386830297
N160_R1,160,84,171.77916011075496,4.245124260077122,88.69818884211705,23.020787400777557,0.8375440850790463
N160_R2,160,0,138.85374674249792,2.0271403279837297,35.79748052682756,25.103361080242813,0.749316588600254
N160_R2,160,7,143.543529711972,1.8744512505838142,34.56498336284532,25.68261800519039,0.7945608044546115
N160_R2,160,14,148.76064938794116,1.9420555729766829,40.069516497959455,27.441056647031303,0.8763880315882241
N160_R2,160,21,153.1443096238634,1.9559696550926515,41.45493792756777,27.594546014296096,0.85575802554933
N160_R2,160,28,157.92074737224422,2.1027819555672544,50.836204516494206,27.36515895812609,0.7990884842989959
N160_R2,160,35,161.8749021681449,2.200381729150671,56.33230849727138,26.636253338587636,0.7464731387449278
N160_R2,160,42,166.4059630632157,2.5684675312240266,61.24959303812611,26.391184225031676,0.7029658199944827
N160_R2,160,49,169.6956984962696,2.6892575309484537,62.939955108867245,24.714387489425306,0.6468309961738781
N160_R2,160,56,172.841480132256,2.9951283401615294,64.84334400269188,24.637096110212628,0.7517469941041017
N160_R2,160,63,176.33679595418945,3.289569872460866,70.5862268309353,23.36361813764962,0.7922422063709623
N160_R2,160,70,177.74471156673593,3.3974153764089,75.89137045107678,22.973798256615805,0.8073989710371517
N160_R2,160,77,180.97634715015585,3.5755305656639114,85.89247663517486,22.83567696422224,0.8390478993347826
N160_R2,160,84,184.66533973799034,3.589223821440056,85.06827001304535,22.973422748089856,0.848288101811905
N160_R3,160,0,128.53116306576837,1.8411920682167568,33.8218346871426,24.941293472966812,0.7895511258180796
N160_R3,160,7,132.60310762577348,1.9729308008915556,39.60733820260048,26.11032795999206,0.8520764406162237
N160_R3,160,14,134.45157053199543,2.047820788013032,40.81810023531584,27.203247918133496,0.8895421089599325
N160_R3,160,21,138.42594123300427,2.0461612923974153,43.30409557449299,27.974212293195695,0.8563175977793663
N160_R3,160,28,140.9785831286566,2.0230148611363172,47.048178078974594,27.30716697089156,0.7642633989922964
N160_R3,160,35,145.39962637974418,1.9730796467867078,55.87775893852265,27.01488398252821,0.7287372911158954
N160_R3,160,42,149.73919075259602,2.086963652565652,59.2218317206816,26.338220270003433,0.6979479856750712
N160_R3,160,49,153.65837949463216,2.2517742881711005,67.069669927263,25.787784000635362,0.6928932915768091
N160_R3,160,56,156.5232273926034,2.6211361474855295,66.49363096426336,24.467897821097306,0.727444948077183
N160_R3,160,63,157.88197809812766,2.7431802136529875,70.70684883949605,22.944671307929227,0.8125745431291882
N160_R3,160,70,160.7971588289812,3.0175280452385738,76.25600388765962,22.9962565793494,0.8454318338718687
N160_R3,160,77,162.72759982377164,3.337376039703148,83.53103340872427,22.11532295409145,0.8415052870748353
N160_R3,160,84,166.39759282123384,3.73954584499863,88.81054986725006,22.556198301737265,0.8201446943152093
