fruit_id,cultivar,day_after_set,fruit_mass_g,temperature_C,soil_water_rel
Cultivar_B_F2,Cultivar_B,12,20.56747820586454,26.757718808950326,0.8481942983983981
Cultivar_B_F2,Cultivar_B,15,32.83573600825066,24.730485655173773,0.84359925132052
Cultivar_B_F2,Cultivar_B,18,49.33751667327661,23.74993768123669,0.827584519632854
Cultivar_B_F2,Cultivar_B,21,72.53096406468953,23.244471562647753,0.8396665119837613
Cultivar_B_F2,Cultivar_B,24,103.6557679757159,22.846918336947205,0.7792708839982454
Cultivar_B_F2,Cultivar_B,27,134.211627222038,23.562863628063564,0.7586208303584576
Cultivar_B_F2,Cultivar_B,30,161.02726263091506,24.71683518445464,0.7135403365127418
Cultivar_B_F3,Cultivar_B,0,4.629581509851829,25.02378390752525,0.8003710188205202
Cultivar_B_F3,Cultivar_B,3,7.057842488263422,26.01800466239465,0.7952802933155295
Cultivar_B_F3,Cultivar_B,6,10.472008539695999,27.330481967784728,0.849169774688764
Cultivar_B_F3,Cultivar_B,9,16.476798357007006,26.8057804919623,0.8599749603205527
Cultivar_B_F3,Cultivar_B,12,26.198079089913087,26.112054248137728,0.8672092747567123
Cultivar_B_F3,Cultivar_B,15,39.35048622815893,25.41417966252624,0.8375520123490074
Cultivar_B_F3,Cultivar_B,18,57.92142554410616,24.255640274352658,0.807509735808731
Cultivar_B_F3,Cultivar_B,21,82.50952223192719,23.01883274905223,0.7862014907856453
Cultivar_B_F3,Cultivar_B,24,109.33632744958123,22.685508587769384,0.7679077718330259
Cultivar_B_F3,Cultivar_B,27,140.4857481951844,23.177332147451292,0.7175442869714398
Cultivar_B_F3,Cultivar_B,30,166.8225407593033,24.60612754565401,0.6714697006736315
Cultivar_B_F4,Cultivar_B,0,5.355315575674035,24.74771135031058,0.7479883101312009
Cultivar_B_F4,Cultivar_B,3,9.071524195119249,25.802467776471044,0.8082725760782132
Cultivar_B_F4,Cultivar_B,6,12.323391926520816,26.74791430368024,0.8487719741122342
Cultivar_B_F4,Cultivar_B,9,16.917395246300025,26.600988910216802,0.8406471036004641
Cultivar_B_F4,Cultivar_B,12,24.954375565248803,26.441197295550158,0.8453546202517164
Cultivar_B_F4,Cultivar_B,15,38.68397630684351,24.953103504189,0.8426691325431761
Cultivar_B_F4,Cultivar_B,18,56.72399850290188,24.123426740913207,0.8706318905946488
Cultivar_B_F4,Cultivar_B,21,81.61015638281629,23.56126451937034,0.7993610537124828
Cultivar_B_F4,Cultivar_B,24,111.16420236873675,22.464655511123862,0.7427516565758439
Cultivar_B_F4,Cultivar_B,27,140.22411904029002,23.478388408501495,0.7253383939318397
Cultivar_B_F4,Cultivar_B,30,165.81157641545047,24.39839122447366,0.7105047020198288
Cultivar_B_F5,Cultivar_B,0,4.301538972260737,25.01020362634724,0.7621393252141058
Cultivar_B_F5,Cultivar_B,3,7.43460392391779,26.566498420103763,0.8010295002040573
Cultivar_B_F5,Cultivar_B,6,10.366185482390033,27.13100800035533,0.8568987774276083
Cultivar_B_F5,Cultivar_B,9,15.940174457911107,27.433281418259593,0.8736787036539899
Cultivar_B_F5,Cultivar_B,12,22.685535713587406,26.32189179212515,0.8726297298649118
Cultivar_B_F5,Cultivar_B,15,33.13568009961426,25.09716755364006,0.8569812656793385
Cultivar_B_F5,Cultivar_B,18,47.148852810529064,23.92728659870014,0.8219680214787207
Cultivar_B_F5,Cultivar_B,21,69.49362410336231,22.842444738440634,0.7658489106283559
Cultivar_B_F5,Cultivar_B,24,96.81573517132077,23.304957241451664,0.7633807302593583
Cultivar_B_F5,Cultivar_B,27,128.02442611587907,22.910355538769817,0.7276424424175294
Cultivar_B_F5,Cultivar_B,30,155.04153794233338,24.191458189547156,0.6973738553157274
Cultivar_B_F6,Cultivar_B,0,5.157890407446488,24.83417457432054,0.8176966708639538
Cultivar_B_F6,Cultivar_B,3,9.531482383855868,26.29615654942985,0.8079394666651449
Cultivar_B_F6,Cultivar_B,6,16.334675108069995,26.72733083643941,0.8473579967203495
Cultivar_B_F6,Cultivar_B,9,25.25755322440076,26.484743614685843,0.8885940349681977
Cultivar_B_F6,Cultivar_B,12,36.58253389653241,26.58260245833876,0.8735045617272698
Cultivar_B_F6,Cultivar_B,15,55.282838766753144,25.419068157765455,0.8245566311351868
Cultivar_B_F6,Cultivar_B,18,80.53311566201809,24.570535247005235,0.7789541557795985
Cultivar_B_F6,Cultivar_B,21,112.3136031673215,23.509832698677446,0.8002469559481828
Cultivar_B_F6,Cultivar_B,24,142.7028386631328,22.946327996480534,0.7615752592473756
Cultivar_B_F6,Cultivar_B,27,170.68405006804025,23.416565871154695,0.7232079671013314
Cultivar_B_F6,Cultivar_B,30,188.14828279373378,24.31558580891634,0.6943352857198677
