plot_id,genotype,water_regime,day,biomass_g_m2,temperature_C,PAR_MJ_m2_d,soil_water_rel,nitrogen_rel
G1_We_2,G1,Well-watered,42,1457.3754582315048,25.665738582466087,12.901489637428366,0.9167885510155169,0.8214802579277444
G1_We_2,G1,Well-watered,49,1581.8919138952024,24.027012926021296,14.013263753413828,0.8438290147762159,0.8050585690004475
G1_We_2,G1,Well-watered,56,1685.8767790660863,22.085724445251763,15.380442279323626,0.824309285895232,0.7929943092411871
G1_We_2,G1,Well-watered,63,1801.5032756068115,21.73381217522734,16.94766618492313,0.8561292715957781,0.7725021618005161
G1_We_2,G1,Well-watered,70,1899.1890498110731,21.142743636251705,17.266616960754728,0.8324068242727583,0.7673798623531708
G1_We_2,G1,Well-watered,77,2027.4974615873223,22.39447970043185,16.56104840794666,0.9216186603273379,0.7555920034445833
G1_We_2,G1,Well-watered,84,2150.7655442047926,23.795655285309245,14.988347647724817,0.9428619915896701,0.7462209179844592
G1_We_2,G1,Well-watered,91,2238.6863014002925,25.68762828823525,13.591755050709702,0.9192482601956278,0.7076178241274622
G1_We_2,G1,Well-watered,98,2320.9195251245883,26.069610462338552,12.880332557225099,0.9637596639936967,0.6962836588661561
G1_We_3,G1,Well-watered,0,41.94099909046711,21.37495452268152,16.453779390086044,0.8775065125213506,0.9133532590102291
G1_We_3,G1,Well-watered,7,354.6772888895499,22.192447005803235,17.390232102927033,0.9348437644980965,0.8776471005137044
G1_We_3,G1,Well-watered,14,666.5579860053305,23.976223455763822,17.23946222666572,0.9263252744214225,0.8983468361234211
G1_We_3,G1,Well-watered,21,942.7795149272251,25.793219184085217,15.262617860775624,0.98,0.8755503194715154
G1_We_3,G1,Well-watered,28,1142.3242225845543,26.49451572495589,13.479912026483333,0.9422431970139589,0.8775308589667313
G1_We_3,G1,Well-watered,35,1322.180825040809,26.4984724259098,13.138147351779702,0.9297354366961427,0.8537049162232655
G1_We_3,G1,Well-watered,42,1460.2114063158945,26.303095443597638,12.560094691427308,0.8961443452634112,0.7938310500218325
G1_We_3,G1,Well-watered,49,1589.5531933086456,24.570852240980955,13.825373133684733,0.8624055166970765,0.8137900719438745
G1_We_3,G1,Well-watered,56,1689.9908651607711,22.615581058557183,15.12589720666724,0.8011354010976146,0.7852410036641942
G1_We_3,G1,Well-watered,63,1784.22964244092,21.054706120015354,16.78852635905197,0.8409296325433324,0.7639048849414646
G1_We_3,G1,Well-watered,70,1895.9457693140598,21.16346685533988,17.405275906248885,0.8842755386939959,0.7606097031537192
G1_We_3,G1,Well-watered,77,2011.9597640634383,22.2739309475953,17.12098896786585,0.8708945988524108,0.7474233595426224
G1_We_3,G1,Well-watered,84,2136.91703797611,23.9746523689896,15.248740874402825,0.9527639649026868,0.7165284532281314
G1_We_3,G1,Well-watered,91,2217.8200901350083,25.302725698148752,13.02960382880523,0.9447438625316238,0.7248985777774204
G1_We_3,G1,Well-watered,98,2265.360297623601,27.336363257887324,12.26430902278168,0.9358673351196861,0.6935413553220965
G1_Wa_1,G1,Water-stress,0,44.231660994592254,21.17285357871772,16.086687285903906,0.5678791235078076,0.9180851474035271
G1_Wa_1,G1,Water-stress,7,241.9645469561707,21.79262828643298,17.29909527280024,0.6032053614225088,0.9018680914764714
G1_Wa_1,G1,Water-stress,14,462.4256565365266,23.01994117281565,17.258919207604237,0.6684665346741012,0.8989302594199523
G1_Wa_1,G1,Water-stress,21,657.3949455463663,26.43892250928689,15.753670351623668,0.647271769849624,0.8704889337301586
G1_Wa_1,G1,Water-stress,28,803.79941138687,25.66323801749832,14.209875978337774,0.63629806361365,0.872664675200899
G1_Wa_1,G1,Water-stress,35,906.0838418370512,27.076257644957288,12.899384055692318,0.58511735418173,0.8219580669632388
G1_Wa_1,G1,Water-stress,42,997.5718123758359,25.44243237981351,12.367866148939214,0.5929179992985844,0.8327525172979291
G1_Wa_1,G1,Water-stress,49,1072.7753033678148,24.356353065418418,13.968433701100006,0.5450028681491633,0.805034156322451
G1_Wa_1,G1,Water-stress,56,1133.751204901661,21.58609751547058,15.087020003354985,0.5456223148707111,0.7905495177628372
G1_Wa_1,G1,Water-stress,63,1185.9342078339896,20.707047469454217,16.918068794794895,0.5464327017829858,0.7984527974003667
G1_Wa_1,G1,Water-stress,70,1231.748604781813,20.674265824895592,17.672975376631545,0.48777368448876374,0.7646076751577295
G1_Wa_1,G1,Water-stress,77,1301.0883188172443,21.76473889968882,16.556203675841356,0.5716889118580755,0.7650587321635474
G1_Wa_1,G1,Water-stress,84,1385.5346646869357,23.750344421681298,15.186146899811405,0.6391529317719542,0.7176108835010693
G1_Wa_1,G1,Water-stress,91,1437.1571819633118,25.67579911466954,13.123671866224791,0.5951562227359801,0.7072869662337257
G1_Wa_1,G1,Water-stress,98,1476.6096635622093,27.312398202043205,12.48439426237623,0.625277711832181,0.6779458301025558
G1_Wa_2,G1,Water-stress,0,45.42326950198565,20.740440095008182,16.42110530560332,0.5662628571972085,0.916859485494431
G1_Wa_2,G1,Water-stress,7,235.81897448366365,22.10455341558106,17.06993467811528,0.5869290179598325,0.9248892600821107
G1_Wa_2,G1,Water-stress,14,449.12988964391775,24.031632980850826,17.17182997027903,0.6402324198123974,0.9004254147624495
G1_Wa_2,G1,Water-stress,21,639.3031828358405,24.925498318466026,15.895333815686824,0.6234198029474918,0.8690875533400205
G1_Wa_2,G1,Water-stress,28,790.0485759935561,26.837987524579667,14.527434527312451,0.6220066444703827,0.8878494204387234
G1_Wa_2,G1,Water-stress,35,904.3107421591628,26.612164419117125,12.847440839865891,0.6084024136246663,0.8580686102139142
G1_Wa_2,G1,Water-stress,42,988.1322627544455,25.86561743172947,12.556645523359672,0.5713534873877608,0.814853176680716
G1_Wa_2,G1,Water-stress,49,1068.2372383924776,23.991694553600873,13.676647530790152,0.5600487432234517,0.8231846181135711
G1_Wa_2,G1,Water-stress,56,1129.4619255816099,22.236312266661855,14.8059993117742,0.5334606855342304,0.765114684179976
G1_Wa_2,G1,Water-stress,63,1190.5776063837332,21.258621230046003,16.602233998292768,0.5333033841901311,0.7749160429402486
G1_Wa_2,G1,Water-stress,70,1267.2214456709053,20.769716101603468,17.595169284125575,0.5691068165062237,0.76227619977954
G1_Wa_2,G1,Water-stress,77,1327.9030330894605,21.777843293178602,16.54340468700404,0.5506600669103852,0.7508059876353044
G1_Wa_2,G1,Water-stress,84,1393.5287869905214,23.85213117239734,15.649850108149652,0.5695633918797869,0.7237047413682494
G1_Wa_2,G1,Water-stress,91,1462.6625780028776,25.831786903046595,13.654002981038095,0.6291720658323774,0.7171621440683055
G1_Wa_2,G1,Water-stress,98,1505.8464392993346,26.690477584033466,12.340974588289345,0.6071572728328446,0.6844350550786713
G1_Wa_3,G1,Water-stress,0,43.95713586831293,21.399382767443903,16.31821173046968,0.601002874213417,0.9365992489110085
G1_Wa_3,G1,Water-stress,7,246.26911927659705,21.5561384733594,17.57915418372572,0.6270303165352631,0.8736533645660922
G1_Wa_3,G1,Water-stress,14,468.0987895932074,24.047128330101327,17.49587798825938,0.6683701029382052,0.8884543862792481
G1_Wa_3,G1,Water-stress,21,672.2946007308717,26.037109939013707,16.251250487651376,0.6656045227852111,0.9055949802314454
G1_Wa_3,G1,Water-stress,28,818.4602272981672,26.740349283193748,14.28442966354469,0.6434457867453073,0.8577802755602754
G1_Wa_3,G1,Water-stress,35,935.8909634511838,27.045206837281384,12.862000551361634,0.6226121767727079,0.8253257613073188
G1_Wa_3,G1,Water-stress,42,1024.9083198677274,26.1216966041343,12.863958321224535,0.5815430921276047,0.8071806654474442
G1_Wa_3,G1,Water-stress,49,1096.0637439597856,24.139258083874576,13.51194117748026,0.514138675200505,0.8150248982059388
G1_Wa_3,G1,Water-stress,56,1167.7808838123142,22.112247497459336,15.379287037393766,0.5528934511780563,0.7950605170011608
G1_Wa_3,G1,Water-stress,63,1226.7340299493346,21.00727650124799,17.31841924610865,0.5252418669780673,0.7666635696411391
G1_Wa_3,G1,Water-stress,70,1274.3674719367496,21.115875544034104,17.83912607758468,0.49893919700013917,0.7634921419389231
G1_Wa_3,G1,Water-stress,77,1341.4469241928546,21.954086158859848,16.896020440429595,0.5483036793891337,0.7552301100406079
G1_Wa_3,G1,Water-stress,84,1404.8695069206951,23.32324672301896,15.466388231780357,0.5801123407054016,0.7158097760767236
G1_Wa_3,G1,Water-stress,91,1472.0534228476401,25.868859342433616,13.54175363873636,0.6209339906085949,0.6985727721693109
G1_Wa_3,G1,Water-stress,98,1515.3216455755776,27.118399220955137,12.59998908938985,0.6222517197316955,0.717604902041486
G2_We_1,G2,Well-watered,0,46.529202563339126,20.786920632006602,15.744601928087391,0.87118234685988,0.9155856921189727
G2_We_1,G2,Well-watered,7,372.472368248563,21.85039236535512,17.708706620621506,0.9217119307722321,0.8899722575548429
G2_We_1,G2,Well-watered,14,709.20072489103,23.640761455734417,17.615283930248104,0.9141866619984463,0.8870184780305582
G2_We_1,G2,Well-watered,21,1024.9134201517238,25.972583745826586,15.953291511745663,0.98,0.8889200340630917
G2_We_1,G2,Well-watered,28,1288.4174557119159,26.558223590217484,14.73335030763814,0.9342550968376611,0.8592652629572485
G2_We_1,G2,Well-watered,35,1477.9341532805063,27.294485010061038,12.60791882115153,0.9271311206659781,0.8266221362083167
G2_We_1,G2,Well-watered,42,1633.7710915967837,25.53861222447854,12.872928784000369,0.8586484921873685,0.8092618825931804
G2_We_1,G2,Well-watered,49,1785.3895982153003,23.843148891160983,13.317475131798073,0.8760372967125761,0.8075553329588672
G2_We_1,G2,Well-watered,56,1918.2380679976607,22.231805447525378,15.415440477009756,0.8036479764871052,0.7959777036766251
G2_We_1,G2,Well-watered,63,2038.7370955137474,20.714968341959107,16.702760226480525,0.8502369212052263,0.7715188667330889
G2_We_1,G2,Well-watered,70,2168.564035707366,21.59626641138499,17.490578004067956,0.8448244366006877,0.7463689433455504
G2_We_1,G2,Well-watered,77,2291.516667579342,22.05373110386951,16.609744887982206,0.8497572179147114,0.742389183361432
G2_We_1,G2,Well-watered,84,2433.8534264335235,23.684980013717006,15.232469506394917,0.8859464588538901,0.7129531847385833
G2_We_1,G2,Well-watered,91,2533.484763771471,24.966686303587096,13.066969720926698,0.9146112164347933,0.723166761160986
G2_We_1,G2,Well-watered,98,2627.6581641167077,26.92538250743378,12.495302066386058,0.9428988092626778,0.6924219678716537
G2_We_2,G2,Well-watered,0,42.46043770225069,21.203143938172225,15.89488675734403,0.9019047008699153,0.9502271677645757
G2_We_2,G2,Well-watered,7,372.61087497004337,22.49415319941044,17.380725105622982,0.9106344213848039,0.8958151600220622
G2_We_2,G2,Well-watered,14,687.657497968554,23.325048722350836,16.873508290894215,0.9389800121691856,0.9041278024272978
G2_We_2,G2,Well-watered,21,984.833072064258,25.683669958122202,16.408825570675198,0.9055201134785482,0.8584026757432838
G2_We_2,G2,Well-watered,28,1237.0942798359433,27.501909363769425,14.357434155332728,0.9697186755111206,0.8734575663335744
G2_We_2,G2,Well-watered,35,1424.5911592304747,27.046650519605322,12.380433864471984,0.9179872785954284,0.8353716373491222
G2_We_2,G2,Well-watered,42,1599.7764987497667,25.7669642611542,12.666707158624249,0.9081368944348954,0.827249816564509
G2_We_2,G2,Well-watered,49,1759.0327558782321,24.715527767962307,13.755898851499708,0.8475211966543502,0.7905926773894238
G2_We_2,G2,Well-watered,56,1903.5023432357175,21.95777204535586,15.17313486772366,0.8657814574360463,0.7692723406759397
G2_We_2,G2,Well-watered,63,2032.3571799906695,21.414962530555766,16.88005681153928,0.864653132195184,0.7637718873033464
G2_We_2,G2,Well-watered,70,2186.595478045838,21.71045964960322,17.5158360788244,0.8458655798382495,0.7634741946540947
G2_We_2,G2,Well-watered,77,2336.457691372397,21.856590571227606,16.342579541773407,0.9217876151818258,0.7602178816291423
G2_We_2,G2,Well-watered,84,2486.1799700333413,23.972687696367846,15.505880030060592,0.8971058417325466,0.7172313342330973
G2_We_2,G2,Well-watered,91,2593.4632187034426,25.754427864256435,13.742881220830755,0.9174523447058838,0.7156028717699063
G2_We_2,G2,Well-watered,98,2703.7144828512787,27.349183822372087,13.19964556718516,0.9549151616657107,0.7116164770289896
G2_We_3,G2,Well-watered,0,46.79895906454402,20.980185664059626,16.008059081703152,0.9233807282269176,0.9019749057683031
G2_We_3,G2,Well-watered,7,381.6719238045972,22.226837407620266,17.70463049257885,0.9315537971666,0.8879651506817202
G2_We_3,G2,Well-watered,14,740.8547749773847,23.294709533649453,18.055671248440717,0.98,0.8829118901148117
G2_We_3,G2,Well-watered,21,1056.2453004185963,25.631320479162923,16.03586016034831,0.98,0.8795460142949578
G2_We_3,G2,Well-watered,28,1307.7859069674664,26.401167003621563,13.67353022407839,0.9733365136729614,0.8518794874875185
G2_We_3,G2,Well-watered,35,1484.9034411850157,27.245821231055835,12.665358748936796,0.9162915238918493,0.8349457278611869
G2_We_3,G2,Well-watered,42,1638.9778975483523,26.405262962630285,12.379766764507337,0.8526554720881193,0.8483205630650177
G2_We_3,G2,Well-watered,49,1779.4032258484185,24.329371231147714,13.153097687860576,0.864881590190135,0.7979939716947527
G2_We_3,G2,Well-watered,56,1918.4489150348677,22.668653287544153,15.109278176167368,0.844880158496392,0.7570144393745524
G2_We_3,G2,Well-watered,63,2060.7304543810005,21.06811995372679,16.750669831570622,0.8929758691515014,0.7493950140361827
G2_We_3,G2,Well-watered,70,2188.0874203621106,20.811522038365773,17.65836353066398,0.8695079186340134,0.7323460861159796
G2_We_3,G2,Well-watered,77,2321.8680348451717,22.366658968541824,16.927395045727483,0.8647868642544108,0.7316959460677336
G2_We_3,G2,Well-watered,84,2469.107412061782,24.48573349675681,15.248996107945494,0.9120958454339019,0.7162936595941133
G2_We_3,G2,Well-watered,91,2598.0709098148186,25.712671752970593,13.859263931579719,0.9297681849888313,0.7125966251701769
G2_We_3,G2,Well-watered,98,2700.9043384023425,26.80533549638356,12.85647936856586,0.9696435515132376,0.7181132857874735
G2_Wa_1,G2,Water-stress,0,46.47836676018349,20.943791692660408,16.116825233004832,0.5855043087912388,0.9330112252142706
G2_Wa_1,G2,Water-stress,7,275.2332490841185,21.79561426751003,17.34482413374318,0.6315842972464546,0.916893957099913
G2_Wa_1,G2,Water-stress,14,509.8690165876693,23.915202684345896,17.481920783491148,0.612667299461936,0.8917316300712518
G2_Wa_1,G2,Water-stress,21,722.3569054717487,25.422478926388838,16.497030857312645,0.6364169124836953,0.8516741611844276
G2_Wa_1,G2,Water-stress,28,877.8238740084516,26.927787280210204,14.18135999105869,0.5899178063176229,0.8565105130134597
G2_Wa_1,G2,Water-stress,35,997.475970257952,27.629963863012982,13.504562486647377,0.6017010483732821,0.8137309968888664
G2_Wa_1,G2,Water-stress,42,1109.8960465423609,25.114399918064894,12.852817480352588,0.5800223357075447,0.7984388886754936
G2_Wa_1,G2,Water-stress,49,1204.3071248393326,23.708081919797614,13.39951568414042,0.5569971029639181,0.7917267525727966
G2_Wa_1,G2,Water-stress,56,1273.8522233136227,22.100862396854968,15.340285607204898,0.49266035816744996,0.7938306729865546
G2_Wa_1,G2,Water-stress,63,1356.9757571684336,21.169918612431104,16.934238002998253,0.5360149562017547,0.7584625349677255
G2_Wa_1,G2,Water-stress,70,1436.5257546571945,21.00609410383656,17.003346601935647,0.5403736790614597,0.7571662485817918
G2_Wa_1,G2,Water-stress,77,1522.8639341060682,21.944337857588515,16.330886706395802,0.5680800896702416,0.7678863588879531
G2_Wa_1,G2,Water-stress,84,1594.9919383235235,22.841218195104524,15.21413039253933,0.5718297344555657,0.7300233685502738
G2_Wa_1,G2,Water-stress,91,1683.3399644248832,25.880559188911302,13.890889688096166,0.6058265820580353,0.7123986382802278
G2_Wa_1,G2,Water-stress,98,1744.8295810772997,26.93341203697189,12.544174351206246,0.6269337035403567,0.6962730840876109
G2_Wa_2,G2,Water-stress,0,45.597543569799996,21.621614485201754,16.65249748456716,0.5910874066635945,0.9065406818049512
G2_Wa_2,G2,Water-stress,7,275.9512908094873,22.066126482898447,17.2040249553306,0.6430140752034992,0.92267820067883
G2_Wa_2,G2,Water-stress,14,534.2774861118885,23.109226434286786,17.584902698377256,0.6991031399831705,0.8959944997141565
G2_Wa_2,G2,Water-stress,21,739.1632819310623,25.643251548368116,15.903074399380099,0.6306800683180794,0.8400058956025727
G2_Wa_2,G2,Water-stress,28,894.7268449881193,26.771131086149552,14.273479166689551,0.6202159765451004,0.8574478375381295
G2_Wa_2,G2,Water-stress,35,1021.5787806714626,27.28196396143056,12.798614588587892,0.6058101896898646,0.8314331052480572
G2_Wa_2,G2,Water-stress,42,1110.0383627522513,26.2670719888994,12.9534014294104,0.5249335272596406,0.8285265067429589
G2_Wa_2,G2,Water-stress,49,1215.8445128357619,24.501973041955527,13.467602177374998,0.5733190259280639,0.8159557342164775
G2_Wa_2,G2,Water-stress,56,1302.030899293942,22.565322279015284,15.8765596993966,0.5028553413699279,0.7571955809945734
G2_Wa_2,G2,Water-stress,63,1372.718046656404,21.05696336121262,17.089245007638308,0.519172365988797,0.7962016820902343
G2_Wa_2,G2,Water-stress,70,1450.5912620969257,21.035741235271537,16.8807865028006,0.5761203534666853,0.7563439555336439
G2_Wa_2,G2,Water-stress,77,1524.6989103572669,21.707030731590848,16.92416996983631,0.5355993574614294,0.7697725402127787
G2_Wa_2,G2,Water-stress,84,1604.2444345127653,23.15463857667682,14.999020630855957,0.5814942389876736,0.7307301246601756
G2_Wa_2,G2,Water-stress,91,1685.0168381971441,25.08214267201672,13.29184501746822,0.6405995118486508,0.7132309695936896
G2_Wa_2,G2,Water-stress,98,1770.633153762911,26.093829044948713,12.632582365513118,0.6427166497519377,0.7145478202136095
G2_Wa_3,G2,Water-stress,0,43.02008980634435,21.187001144951072,16.45112474565523,0.5666336445707056,0.9423283079297562
G2_Wa_3,G2,Water-stress,7,244.58640100399643,20.794391354827567,17.25117490563593,0.6265531683311969,0.894361232389865
G2_Wa_3,G2,Water-stress,14,496.81478313178224,23.90942581268542,17.351975699746994,0.6795037384840966,0.8589479060980354
G2_Wa_3,G2,Water-stress,21,717.7106668904453,25.731217082396263,16.37253238380144,0.6709490407779395,0.864697826442451
G2_Wa_3,G2,Water-stress,28,878.1253622275469,26.016066816047378,14.211613182000336,0.6166838084962794,0.8714867463719089
G2_Wa_3,G2,Water-stress,35,1013.9747906881521,27.324393680036074,12.873346362367952,0.6526882502486689,0.8181193303265888
G2_Wa_3,G2,Water-stress,42,1123.072570993477,25.660087391520115,12.698719315259758,0.5565538153902927,0.8223117084142186
G2_Wa_3,G2,Water-stress,49,1223.084471680328,24.169200396393304,13.850087191063805,0.5396442268121522,0.8293859064557639
G2_Wa_3,G2,Water-stress,56,1283.1972128593802,22.242429429407498,15.381355916663399,0.4590464649255472,0.7744078793210379
G2_Wa_3,G2,Water-stress,63,1367.3740860467597,21.603019306241745,17.27411565534362,0.5198069848432304,0.7803731206330362
G2_Wa_3,G2,Water-stress,70,1427.5450937461064,20.992630802155578,17.39539177923644,0.48962011073894857,0.7894193806164114
G2_Wa_3,G2,Water-stress,77,1527.2313340727942,22.20183599204842,16.915269194438277,0.5879583072652157,0.7698291314264231
G2_Wa_3,G2,Water-stress,84,1644.0684437839905,24.151915973179246,15.798812153084636,0.6024676424161285,0.7528947851086454
G2_Wa_3,G2,Water-stress,91,1739.0233250447313,26.090095955208454,13.49542473278392,0.6581748632783392,0.7155112622205659
G2_Wa_3,G2,Water-stress,98,1803.7584314481755,26.134360366980538,12.576275539857575,0.6529502141243364,0.6939442404763375
