plant_id,water_treatment,hour,PAR_umol_m2_s,VPD_kPa,leaf_temperature_C,soil_water_rel,A_umol_CO2_m2_s,gs_mol_H2O_m2_s
Control_P1,Control,14.0,1558.8457268119896,3.0,29.660877829604832,0.9058237689129469,19.022805689400073,0.2904281012115889
Control_P1,Control,14.5,1428.0360125242232,2.982889722747621,29.185156313712007,0.9003464497123472,19.79255255237436,0.29582832405631515
Control_P1,Control,15.0,1272.7922061357856,2.9318516525781364,28.563012648547083,0.8376305601624523,18.23547659860473,0.24821505108999856
Control_P1,Control,15.5,1095.7705722156975,2.847759065022574,27.96688924971122,0.8921594238636591,17.537479477340106,0.2375536917287668
Control_P1,Control,16.0,899.9999999999999,2.7320508075688776,26.566905954702907,0.8441352528689335,16.294904067146536,0.25216415867198355
Control_P1,Control,16.5,688.8301782571618,2.5867066805824703,25.145465328201666,0.8611589159596326,14.956800073832778,0.2110168043004451
Control_P1,Control,17.0,465.87428118453784,2.414213562373095,24.54701399351694,0.8953515784770641,13.868196537519744,0.20929350700912575
Control_P1,Control,17.5,234.94714599609358,2.2175228580174418,23.473706339555328,0.8665492545225819,8.197404934854891,0.13219500627435551
Control_P1,Control,18.0,2.2043642384652357e-13,2.0,21.56081823169737,0.8552618569623431,0.4879910230284999,0.021531655695496237
Control_P2,Control,6.0,0.0,0.3,21.97751746085211,0.8263668510975066,0.0,0.01
Control_P2,Control,6.5,234.94714599609284,0.3,23.339638541168615,0.8542728562539937,8.292432560916376,0.1474903658295961
Control_P2,Control,7.0,465.8742811845373,0.4823619097949585,24.672901526403756,0.8559457360263276,15.523827034306407,0.23849022578470355
Control_P2,Control,7.5,688.8301782571616,0.7389476155598969,25.584868885747365,0.861467558823786,16.933361773520716,0.3143199202193756
Control_P2,Control,8.0,899.9999999999999,1.0,26.937179422139746,0.8471056983143889,19.498869586966205,0.35109861286483135
Control_P2,Control,8.5,1095.7705722156973,1.2610523844401031,27.193403074814775,0.8432702008511057,20.665369707732197,0.3712551610228698
Control_P2,Control,9.0,1272.7922061357854,1.5176380902050415,28.380841908611824,0.8653332128275755,22.486998351397727,0.40892632324243133
Control_P2,Control,9.5,1428.0360125242232,1.7653668647301797,29.41193756739,0.8485532844696455,23.84862376510908,0.40934809466474437
Control_P2,Control,10.0,1558.8457268119894,2.0,29.61684551210142,0.8352949077619936,21.43860556642171,0.3422040126188932
Control_P2,Control,10.5,1662.9831585203162,2.2175228580174413,30.250958174353173,0.8913489936076316,22.42085954905558,0.35480897843331854
Control_P2,Control,11.0,1738.6664873203229,2.414213562373095,30.632311841944183,0.8756749405864219,21.702226912016584,0.33725118213340743
Control_P2,Control,11.5,1784.6007504728586,2.5867066805824703,31.02982892109498,0.8650322482234378,20.372216510418923,0.314726639483328
Control_P2,Control,12.0,1800.0,2.732050807568877,31.008954122531442,0.8604139231607083,18.47700913707946,0.30166411297548734
Control_P2,Control,12.5,1784.6007504728586,2.8477590650225735,30.900093172670356,0.8542050935383235,19.4851509211337,0.24742745595257087
Control_P2,Control,13.0,1738.6664873203229,2.9318516525781364,30.601178504117144,0.8842357504125579,18.045218011660555,0.25961074686101504
Control_P2,Control,13.5,1662.9831585203162,2.982889722747621,30.271665503041223,0.9086058232571738,18.711426497480463,0.26724690975333143
Control_P2,Control,14.0,1558.8457268119896,3.0,29.87999389743083,0.8620475432949821,18.096777552398944,0.2951923497630244
Control_P2,Control,14.5,1428.0360125242232,2.982889722747621,29.116475738674144,0.9083501275750252,18.99109474373006,0.25719298884653313
Control_P2,Control,15.0,1272.7922061357856,2.9318516525781364,28.59574776124419,0.8688973753913131,18.784084771645723,0.25500857416284256
Control_P2,Control,15.5,1095.7705722156975,2.847759065022574,27.351048653755356,0.8641280324845885,16.521993752682345,0.24812208604480443
Control_P2,Control,16.0,899.9999999999999,2.7320508075688776,26.450733401682037,0.8476491823400558,15.273128630869193,0.24806141146202773
Control_P2,Control,16.5,688.8301782571618,2.5867066805824703,25.493264873941357,0.8809617371474204,15.005783768430662,0.26420102220399105
Control_P2,Control,17.0,465.87428118453784,2.414213562373095,24.260017071944237,0.893157159254286,13.137086108950557,0.19714411366282877
Control_P2,Control,17.5,234.94714599609358,2.2175228580174418,23.115425378403437,0.8522545357059436,8.373636555932164,0.1062988318104562
Control_P2,Control,18.0,2.2043642384652357e-13,2.0,21.939174358565182,0.879685317642294,0.0791295715995499,0.012909789921715209
Control_P3,Control,6.0,0.0,0.3,21.494660051730676,0.8646118157429049,0.14438750228676392,0.01
Control_P3,Control,6.5,234.94714599609284,0.3,23.55943148245132,0.853782581724554,8.39560426806813,0.17518985463560652
Control_P3,Control,7.0,465.8742811845373,0.4823619097949585,24.723808330079635,0.8349904630413137,13.20429711336958,0.23462182777625962
Control_P3,Control,7.5,688.8301782571616,0.7389476155598969,25.30185700293241,0.8796821143635849,17.996160441234736,0.32526333215137887
Control_P3,Control,8.0,899.9999999999999,1.0,26.171895284003806,0.8840444505492762,20.421928823766763,0.3634697474101883
Control_P3,Control,8.5,1095.7705722156973,1.2610523844401031,27.400626738847944,0.8371867170576103,20.433108680862993,0.3751456280492986
Control_P3,Control,9.0,1272.7922061357854,1.5176380902050415,28.156162178202855,0.8418170535435238,21.954561139975862,0.4105692955328777
Control_P3,Control,9.5,1428.0360125242232,1.7653668647301797,28.89217617986024,0.8820410467384989,23.623700146381783,0.4014971339104021
Control_P3,Control,10.0,1558.8457268119894,2.0,29.629769668061922,0.8604783057754822,23.879848121361395,0.3727122751332524
Control_P3,Control,10.5,1662.9831585203162,2.2175228580174413,30.622536837723676,0.8357010694695045,22.018133925659324,0.3313820726405621
Control_P3,Control,11.0,1738.6664873203229,2.414213562373095,31.205828275537733,0.8451514187443925,21.470762684010108,0.3162882029026338
Control_P3,Control,11.5,1784.6007504728586,2.5867066805824703,30.638435297924264,0.8404676860413006,18.947181927310908,0.31258348180491924
Control_P3,Control,12.0,1800.0,2.732050807568877,31.356186300477177,0.8552843293699987,19.575888880011146,0.30837839111390186
Control_P3,Control,12.5,1784.6007504728586,2.8477590650225735,30.823640720210438,0.8293730403728887,18.580361371465923,0.27541908389518543
Control_P3,Control,13.0,1738.6664873203229,2.9318516525781364,30.19426414884921,0.8587606549077552,17.681132737757665,0.2506361949686143
Control_P3,Control,13.5,1662.9831585203162,2.982889722747621,30.370931328543737,0.8604140446055896,17.252371326516013,0.26656111345617534
Control_P3,Control,14.0,1558.8457268119896,3.0,30.007817470198354,0.8596192022176493,18.34770684386433,0.25799245122811054
Control_P3,Control,14.5,1428.0360125242232,2.982889722747621,29.03867872531463,0.8886115723880363,18.479287365632754,0.27511630411388577
Control_P3,Control,15.0,1272.7922061357856,2.9318516525781364,28.013173275958245,0.8718547374764132,18.18257492855502,0.24623115049607228
Control_P3,Control,15.5,1095.7705722156975,2.847759065022574,27.626024988125717,0.8315019237783469,16.891630071220106,0.22484717281431213
Control_P3,Control,16.0,899.9999999999999,2.7320508075688776,26.28817476518812,0.86515990446794,16.57252859524882,0.23852148520186303
Control_P3,Control,16.5,688.8301782571618,2.5867066805824703,25.689319361584435,0.8686560653309549,14.435848472630834,0.21037304373886023
Control_P3,Control,17.0,465.87428118453784,2.414213562373095,24.26645036531907,0.8626515935901888,12.60389447434581,0.18832522003154528
Control_P3,Control,17.5,234.94714599609358,2.2175228580174418,23.081096142930274,0.8614384824065673,8.184308153311216,0.1453415861495349
Control_P3,Control,18.0,2.2043642384652357e-13,2.0,22.021352784270015,0.8775720413899344,0.6015034429483593,0.028137221842506555
Control_P4,Control,6.0,0.0,0.3,22.02339461143189,0.8565250607966238,1.3441783492546073,0.01
Control_P4,Control,6.5,234.94714599609284,0.3,23.37515246530452,0.870382951720342,9.119775732914725,0.15479047341905158
Control_P4,Control,7.0,465.8742811845373,0.4823619097949585,24.206242839557,0.8358696104431591,14.135731380897294,0.25780245961221454
Control_P4,Control,7.5,688.8301782571616,0.7389476155598969,25.887645404122942,0.8311875629911436,16.246356842039226,0.2955526154563474
Control_P4,Control,8.0,899.9999999999999,1.0,26.45308099309002,0.9088905786295397,20.973908481770376,0.4098680349520005
Control_P4,Control,8.5,1095.7705722156973,1.2610523844401031,27.66614769110921,0.8950900489779089,22.21209064253763,0.4159218253499813
Control_P4,Control,9.0,1272.7922061357854,1.5176380902050415,28.071482304983945,0.8586878754804385,22.121850963517808,0.3908954961471257
Control_P4,Control,9.5,1428.0360125242232,1.7653668647301797,29.231395338836784,0.8657994785716955,22.860884776621344,0.39455120648835335
Control_P4,Control,10.0,1558.8457268119894,2.0,30.114838520298296,0.8640295422984938,22.40095446771662,0.37048123678096617
Control_P4,Control,10.5,1662.9831585203162,2.2175228580174413,30.12210128007085,0.881476167793067,22.94108404419603,0.33569618922084404
Control_P4,Control,11.0,1738.6664873203229,2.414213562373095,30.41432507032629,0.8672630230789996,21.012486122511294,0.3400196844337789
Control_P4,Control,11.5,1784.6007504728586,2.5867066805824703,30.782172883749034,0.8680928886360966,20.58944690113943,0.3202689681813992
Control_P4,Control,12.0,1800.0,2.732050807568877,30.446277524384836,0.8564984165167596,18.800907458118363,0.2762536381690938
Control_P4,Control,12.5,1784.6007504728586,2.8477590650225735,30.890271059195648,0.8652050346607165,18.72230095925085,0.3178139483825443
Control_P4,Control,13.0,1738.6664873203229,2.9318516525781364,30.504422136349625,0.8357944309375622,19.095330919244716,0.2531081160633752
Control_P4,Control,13.5,1662.9831585203162,2.982889722747621,30.341995905946067,0.8747811205605607,18.602282889702728,0.2610214447778483
Control_P4,Control,14.0,1558.8457268119896,3.0,30.231352907660582,0.8765370255867703,17.185123552841787,0.2724428147728202
Control_P4,Control,14.5,1428.0360125242232,2.982889722747621,29.097066037340557,0.8778564536445401,17.869475271735354,0.2760226560389932
Control_P4,Control,15.0,1272.7922061357856,2.9318516525781364,28.269570350271835,0.890134051233264,17.914093838397484,0.2737588501615957
Control_P4,Control,15.5,1095.7705722156975,2.847759065022574,27.24006203823064,0.8688765945362128,16.198466478575103,0.20236175054091093
Control_P4,Control,16.0,899.9999999999999,2.7320508075688776,26.39056800128246,0.8346977688199253,17.136350095440974,0.2558139890738008
Control_P4,Control,16.5,688.8301782571618,2.5867066805824703,25.475499553286614,0.8561202477796677,15.245860436192302,0.20332473990525787
Control_P4,Control,17.0,465.87428118453784,2.414213562373095,24.42829764356525,0.8346044004352655,13.477724695996255,0.16468023478270044
Control_P4,Control,17.5,234.94714599609358,2.2175228580174418,23.575048067395176,0.8497361237816217,9.09554500026805,0.13519384293060802
Control_P4,Control,18.0,2.2043642384652357e-13,2.0,22.159298266266884,0.8433191582139241,0.7515725014343179,0.01
Deficit_P1,Deficit,6.0,0.0,0.3,22.045384886156523,0.544088412030934,1.043616541446727,0.01
Deficit_P1,Deficit,6.5,234.94714599609284,0.3,23.566983917717312,0.507143946144163,4.430506806124208,0.07343173584401042
Deficit_P1,Deficit,7.0,465.8742811845373,0.4823619097949585,24.386508007549985,0.5039403850387647,8.756021325497606,0.15743844146045027
Deficit_P1,Deficit,7.5,688.8301782571616,0.7389476155598969,25.466100599793933,0.5127698806347011,9.812566616590116,0.19593738049728746
Deficit_P1,Deficit,8.0,899.9999999999999,1.0,26.316993500729364,0.5157830960254584,12.799117849721702,0.2427018772610506
Deficit_P1,Deficit,8.5,1095.7705722156973,1.2610523844401031,27.72997469070182,0.5161251845846075,13.144520751427342,0.19417331720733091
Deficit_P1,Deficit,9.0,1272.7922061357854,1.5176380902050415,28.28398728241986,0.47924686059638605,12.48681670817913,0.2465193618445167
Deficit_P1,Deficit,9.5,1428.0360125242232,1.7653668647301797,28.84586561853351,0.5091557197096872,13.55018829619108,0.21931448167592782
Deficit_P1,Deficit,10.0,1558.8457268119894,2.0,29.43536557916682,0.5319523212616372,14.09416904669573,0.22007149152365765
Deficit_P1,Deficit,10.5,1662.9831585203162,2.2175228580174413,30.106805836656996,0.5219077008243186,12.425875599716417,0.2324539497281929
Deficit_P1,Deficit,11.0,1738.6664873203229,2.414213562373095,30.814804269127432,0.5140660678485633,12.812794176280267,0.19810647144625945
Deficit_P1,Deficit,11.5,1784.6007504728586,2.5867066805824703,31.213148224652535,0.5364666844897473,11.875477564475684,0.20655749465106338
Deficit_P1,Deficit,12.0,1800.0,2.732050807568877,31.283310181058987,0.5180426815023826,12.181270719932398,0.17735774925723202
Deficit_P1,Deficit,12.5,1784.6007504728586,2.8477590650225735,30.90798969134225,0.5202415217499019,11.953164931706638,0.17821809276857006
Deficit_P1,Deficit,13.0,1738.6664873203229,2.9318516525781364,30.74263061811558,0.5758869564398404,12.490132471065191,0.15905549509856526
Deficit_P1,Deficit,13.5,1662.9831585203162,2.982889722747621,30.413668473248368,0.515701712477706,12.260692357433859,0.1487927884426713
Deficit_P1,Deficit,14.0,1558.8457268119896,3.0,29.82472890832345,0.499308949469655,11.311071244963024,0.12895557462504867
Deficit_P1,Deficit,14.5,1428.0360125242232,2.982889722747621,29.336627590588357,0.4897896770569599,9.879710643792107,0.16622118225646912
Deficit_P1,Deficit,15.0,1272.7922061357856,2.9318516525781364,28.454847772135395,0.5248685902312167,9.98340070168513,0.1608280495079283
Deficit_P1,Deficit,15.5,1095.7705722156975,2.847759065022574,27.297916189619333,0.5058537958425547,9.671660696342958,0.13732038747749645
Deficit_P1,Deficit,16.0,899.9999999999999,2.7320508075688776,26.813761950830653,0.5357971106881475,10.644261417053318,0.15252877270300727
Deficit_P1,Deficit,16.5,688.8301782571618,2.5867066805824703,25.80245885071486,0.5223825831436024,9.268607619346524,0.12551967969386563
Deficit_P1,Deficit,17.0,465.87428118453784,2.414213562373095,24.297018492002948,0.5166977578459787,7.985000176897316,0.1235031264013973
Deficit_P1,Deficit,17.5,234.94714599609358,2.2175228580174418,23.316364088267733,0.514795210702723,4.976974170713223,0.06758307756378337
Deficit_P1,Deficit,18.0,2.2043642384652357e-13,2.0,22.165241642006137,0.5453909541218377,0.0,0.01
Deficit_P2,Deficit,6.0,0.0,0.3,21.96189432418629,0.5096647310284199,0.0,0.01
Deficit_P2,Deficit,6.5,234.94714599609284,0.3,22.82945904763236,0.526674915000852,6.206036464635868,0.10166164567320914
Deficit_P2,Deficit,7.0,465.8742811845373,0.4823619097949585,23.844978514483905,0.5072663633231614,9.083657000418908,0.15561639627939022
Deficit_P2,Deficit,7.5,688.8301782571616,0.7389476155598969,25.270649444823988,0.5321046454279744,11.536964992981938,0.20540669678282575
Deficit_P2,Deficit,8.0,899.9999999999999,1.0,25.953834611810862,0.5135712509920288,12.012050005185976,0.2137702611815897
Deficit_P2,Deficit,8.5,1095.7705722156973,1.2610523844401031,27.49075969889282,0.5517398105432421,12.519125674987201,0.2559459117653795
Deficit_P2,Deficit,9.0,1272.7922061357854,1.5176380902050415,28.017206461329256,0.4890134107147454,12.142678546465197,0.23697485506343266
Deficit_P2,Deficit,9.5,1428.0360125242232,1.7653668647301797,29.52292536052417,0.47811325736555554,13.653688880658736,0.21272468675999415
Deficit_P2,Deficit,10.0,1558.8457268119894,2.0,30.026443815524203,0.4926072301450223,11.487094499764364,0.20867405035031075
Deficit_P2,Deficit,10.5,1662.9831585203162,2.2175228580174413,30.57076452662991,0.5259429533930599,14.651732751024479,0.20934193155897343
Deficit_P2,Deficit,11.0,1738.6664873203229,2.414213562373095,30.81047126073281,0.5212935321368933,11.173282047006985,0.20499421373785554
Deficit_P2,Deficit,11.5,1784.6007504728586,2.5867066805824703,30.94098150237106,0.5018229641636428,11.677026486853237,0.16052754132414201
Deficit_P2,Deficit,12.0,1800.0,2.732050807568877,30.956164479827653,0.5076986968109864,11.011985435710812,0.15698244224522243
Deficit_P2,Deficit,12.5,1784.6007504728586,2.8477590650225735,30.532711160741222,0.507938882858374,10.756922767007438,0.17617753949238707
Deficit_P2,Deficit,13.0,1738.6664873203229,2.9318516525781364,30.47229423961222,0.5167970934419835,11.164283085295933,0.1432962765849736
Deficit_P2,Deficit,13.5,1662.9831585203162,2.982889722747621,29.767307560768945,0.5133737452851435,10.792814777080933,0.17273520802843437
Deficit_P2,Deficit,14.0,1558.8457268119896,3.0,29.518012449136034,0.49861413222940343,10.854171328152026,0.15432458166038981
Deficit_P2,Deficit,14.5,1428.0360125242232,2.982889722747621,29.06196346142328,0.5228316009200494,10.413949799911304,0.17339028811564042
Deficit_P2,Deficit,15.0,1272.7922061357856,2.9318516525781364,28.307313633256257,0.538325985179483,11.080240537117124,0.14318339092829482
Deficit_P2,Deficit,15.5,1095.7705722156975,2.847759065022574,27.193371101807173,0.5216995170743791,10.690706876709164,0.12571705022027305
Deficit_P2,Deficit,16.0,899.9999999999999,2.7320508075688776,26.345218021383527,0.4841580163552942,10.116317660838167,0.1472412682557993
Deficit_P2,Deficit,16.5,688.8301782571618,2.5867066805824703,25.256210645682405,0.5359074418847066,9.229150769977462,0.1446694986164329
Deficit_P2,Deficit,17.0,465.87428118453784,2.414213562373095,24.738062660895327,0.5448064178205958,8.54462582531416,0.12759335415482284
Deficit_P2,Deficit,17.5,234.94714599609358,2.2175228580174418,23.04706999320562,0.5154252834394168,5.223625231688014,0.07797339485927407
Deficit_P2,Deficit,18.0,2.2043642384652357e-13,2.0,22.523961013852176,0.5134015415281622,0.11508775341771772,0.01
Deficit_P3,Deficit,6.0,0.0,0.3,21.517331308550148,0.5024567983017445,1.420026700804373,0.01
Deficit_P3,Deficit,6.5,234.94714599609284,0.3,23.260318463985413,0.5127661139079148,4.4602023533288655,0.09614110068370679
Deficit_P3,Deficit,7.0,465.8742811845373,0.4823619097949585,24.577547650267842,0.5458007573741248,9.477075845239279,0.16708634383069176
Deficit_P3,Deficit,7.5,688.8301782571616,0.7389476155598969,25.67555510183931,0.538495118111497,11.13880011553566,0.2314579374416493
Deficit_P3,Deficit,8.0,899.9999999999999,1.0,26.48992657766057,0.5233522250229912,12.192747964200944,0.2108787205559205
Deficit_P3,Deficit,8.5,1095.7705722156973,1.2610523844401031,28.024410810309146,0.5143516783448701,12.55516680864122,0.2502936260964943
Deficit_P3,Deficit,9.0,1272.7922061357854,1.5176380902050415,28.469404052627628,0.5083051016313428,12.670269063421436,0.2388418828973919
Deficit_P3,Deficit,9.5,1428.0360125242232,1.7653668647301797,29.017865942399343,0.5036439580786767,12.566834473130069,0.2357771550682158
Deficit_P3,Deficit,10.0,1558.8457268119894,2.0,29.846672914230034,0.5307309628916055,13.859079455945366,0.2077981152846318
Deficit_P3,Deficit,10.5,1662.9831585203162,2.2175228580174413,30.640955051800717,0.520884251438337,12.17394095190674,0.22055347341469692
Deficit_P3,Deficit,11.0,1738.6664873203229,2.414213562373095,30.559924114636257,0.4891579380772114,11.782513943965203,0.18955416847592058
Deficit_P3,Deficit,11.5,1784.6007504728586,2.5867066805824703,31.305626318061677,0.5484881474684342,12.928870793327594,0.2110126045335451
Deficit_P3,Deficit,12.0,1800.0,2.732050807568877,30.665887412595342,0.5321187360178357,10.974696230364975,0.1743669722261561
Deficit_P3,Deficit,12.5,1784.6007504728586,2.8477590650225735,30.829540200175884,0.517204189340749,11.848231258316824,0.14523991278969928
Deficit_P3,Deficit,13.0,1738.6664873203229,2.9318516525781364,30.630174191842134,0.5366551762890678,11.331113564507984,0.18795444102960135
Deficit_P3,Deficit,13.5,1662.9831585203162,2.982889722747621,30.597973341721687,0.5219184772005511,10.358268810159494,0.16070033404417744
Deficit_P3,Deficit,14.0,1558.8457268119896,3.0,29.852168069670533,0.5352687752428921,11.652368694026658,0.1627297505691477
Deficit_P3,Deficit,14.5,1428.0360125242232,2.982889722747621,29.406534687959606,0.5016226544440477,9.553877959746984,0.12846355617488855
Deficit_P3,Deficit,15.0,1272.7922061357856,2.9318516525781364,28.375841199735824,0.49954589589313797,10.017722590096861,0.16148985622523487
Deficit_P3,Deficit,15.5,1095.7705722156975,2.847759065022574,27.254290786388346,0.49144987422474873,9.560823022586195,0.16689564871401785
Deficit_P3,Deficit,16.0,899.9999999999999,2.7320508075688776,26.51131095549769,0.5420289379886611,10.79312534612554,0.15150765580966383
Deficit_P3,Deficit,16.5,688.8301782571618,2.5867066805824703,25.639061220421425,0.5181203249098327,8.982810993210936,0.15425755428538074
Deficit_P3,Deficit,17.0,465.87428118453784,2.414213562373095,24.600942629816092,0.5328410390885262,7.400861138507433,0.11704037130322166
Deficit_P3,Deficit,17.5,234.94714599609358,2.2175228580174418,22.93286650649198,0.526958814987719,4.57430353871343,0.07962176893554863
Deficit_P3,Deficit,18.0,2.2043642384652357e-13,2.0,21.79866870528231,0.4980759137843122,1.3087255686373938,0.01
Deficit_P4,Deficit,6.0,0.0,0.3,22.16227776256468,0.5124952025688762,0.6289474665686732,0.01
Deficit_P4,Deficit,6.5,234.94714599609284,0.3,23.398990514536575,0.4974190281588465,5.4196682964023095,0.10007013104266413
Deficit_P4,Deficit,7.0,465.8742811845373,0.4823619097949585,24.324182817138386,0.5254453101955976,7.809805258146213,0.17288704476962508
Deficit_P4,Deficit,7.5,688.8301782571616,0.7389476155598969,24.864867029725914,0.5342036744137884,11.594360146864458,0.20792932743285364
Deficit_P4,Deficit,8.0,899.9999999999999,1.0,26.673805980993247,0.4935268401238839,12.610263663456333,0.23647192136088474
Deficit_P4,Deficit,8.5,1095.7705722156973,1.2610523844401031,27.46295287843735,0.4963740108729888,12.490642280804138,0.22827145684404054
Deficit_P4,Deficit,9.0,1272.7922061357854,1.5176380902050415,28.44161576831735,0.549484195434547,13.904302895421338,0.26588126831941616
Deficit_P4,Deficit,9.5,1428.0360125242232,1.7653668647301797,29.050990323253423,0.526335952518351,13.224227611965869,0.26399481265943947
Deficit_P4,Deficit,10.0,1558.8457268119894,2.0,29.68923332759335,0.5007717447369149,12.654576480223726,0.21315022285391272
Deficit_P4,Deficit,10.5,1662.9831585203162,2.2175228580174413,30.06156267190036,0.5622177686472838,13.911585332153328,0.23031968155288174
Deficit_P4,Deficit,11.0,1738.6664873203229,2.414213562373095,30.723573037782504,0.5107066642234462,13.761811896302518,0.19279344490238146
Deficit_P4,Deficit,11.5,1784.6007504728586,2.5867066805824703,30.549064828375343,0.5166715474926052,11.725814704986236,0.19897096933176703
Deficit_P4,Deficit,12.0,1800.0,2.732050807568877,31.045351427538943,0.528880141314556,12.5992022623601,0.1754215802777493
Deficit_P4,Deficit,12.5,1784.6007504728586,2.8477590650225735,30.80787691173336,0.5385130021825405,11.95189561277643,0.18059186870923907
Deficit_P4,Deficit,13.0,1738.6664873203229,2.9318516525781364,30.490058007463972,0.5214023493645219,12.103338310159815,0.18716810527157546
Deficit_P4,Deficit,13.5,1662.9831585203162,2.982889722747621,30.54625882381831,0.5455947497288568,11.184248044962118,0.18581030450307345
Deficit_P4,Deficit,14.0,1558.8457268119896,3.0,29.542534412742295,0.5104780598616188,11.598256411327169,0.16375571818202875
Deficit_P4,Deficit,14.5,1428.0360125242232,2.982889722747621,29.289089489909518,0.4940924752542069,9.478577213217955,0.14206044107928043
Deficit_P4,Deficit,15.0,1272.7922061357856,2.9318516525781364,28.292633967864496,0.46163822617570316,8.876990216875749,0.1482279509629961
Deficit_P4,Deficit,15.5,1095.7705722156975,2.847759065022574,27.55274418265789,0.5405553608697768,10.684534723376782,0.15287527365182402
Deficit_P4,Deficit,16.0,899.9999999999999,2.7320508075688776,26.103174095490026,0.5183384764111687,10.735856855376296,0.14632596209116883
Deficit_P4,Deficit,16.5,688.8301782571618,2.5867066805824703,25.125833795957238,0.5232476496516607,10.184864989332388,0.15006046509775064
Deficit_P4,Deficit,17.0,465.87428118453784,2.414213562373095,24.325396971057256,0.5511834480110567,9.18903346992769,0.11230486795513239
Deficit_P4,Deficit,17.5,234.94714599609358,2.2175228580174418,23.438879408210962,0.5217132684847768,5.915991262631545,0.06832839751774529
Deficit_P4,Deficit,18.0,2.2043642384652357e-13,2.0,21.65033400197166,0.5274812637737782,0.0,0.01
